DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,1987,5048517,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,1988,5053913,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,1989,5078668,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,1990,5087683,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,1991,5106290,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,1992,5122765,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,1993,5144847,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,1994,5160407,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,1995,5175903,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,1996,5184262,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,1997,5198446,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,1998,5209592,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,1999,5220034,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2000,5233071,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2001,5245395,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2002,5267437,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2003,5288959,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2004,5309245,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2005,5334527,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2006,5367561,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2007,5403126,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2008,5442557,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2009,5484429,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2010,5527684,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2011,5598920,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2012,5635601,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2013,5665118,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2014,5687048,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2015,5713206,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2016,5741853,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2017,5762455,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2018,5784371,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2019,5810693,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2020,5841215,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2021,5854293,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2022,5883978,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2023,5946649,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2024,5981093,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bélgica,2025,6012626,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1960,3921043,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1961,3958593,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1962,3995543,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1963,4027480,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1964,4059726,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1965,4092536,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1966,4114958,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1967,4142041,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1968,4167280,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1969,4201969,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1970,4232840,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1971,4258313,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1972,4280930,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1973,4300053,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1974,4327798,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1975,4360061,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1976,4371919,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1977,4400441,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1978,4420915,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1979,4414767,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1980,4437268,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1981,4454938,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1982,4471841,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1983,4486480,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1984,4500629,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1985,4514813,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1986,4516402,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1987,4529072,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1988,4538312,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1989,4547303,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1990,4443535,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1991,4399271,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1992,4366016,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1993,4315730,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1994,4308125,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1995,4297452,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1996,4281347,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1997,4263435,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1998,4238235,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,1999,4216300,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2000,4199715,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2001,4182045,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2002,4035676,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2003,4003292,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2004,3973019,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2005,3944453,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2006,3914757,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2007,3886094,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2008,3857635,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2009,3831264,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2010,3807808,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2011,3780505,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2012,3760457,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2013,3701945,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2014,3662824,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2015,3621883,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2016,3578998,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2017,3537549,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2018,3494184,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2019,3450251,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2020,3405861,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2021,3389807,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2022,3364303,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2023,3348207,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2024,3347783,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Bulgária,2025,3342220,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1961,291583,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1962,291900,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1963,293900,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1964,297300,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1965,298200,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1966,301100,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1967,303100,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1968,305900,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1969,307900,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1970,310000,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1971,312900,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1972,317100,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1973,319212,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1974,322300,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1975,254900,b,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1976,249168,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1977,248900,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1978,251200,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1979,253100,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1980,254900,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1981,258200,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1982,262907,,
ESTAT:DEMO_PJAN(1.0),12/02/26 11:00:00,Annual,Number,Total,Mulheres,Chipre,1983,263719,,
